store_id,item_id,sell_price
CA_1,HOBBIES_1_288,0.47
CA_1,HOBBIES_1_289,4.97
CA_1,HOBBIES_1_290,5.36
CA_1,HOBBIES_1_292,6.58
CA_1,HOBBIES_1_293,3.28
CA_1,HOBBIES_1_294,3.88
CA_1,HOBBIES_1_295,0.46
CA_1,HOBBIES_1_296,6.37
CA_1,HOBBIES_1_297,13.0
CA_1,HOBBIES_1_298,3.67
CA_1,HOBBIES_1_299,1.27
CA_1,HOBBIES_1_300,9.98
CA_1,HOBBIES_1_301,5.62
CA_1,HOBBIES_1_302,2.88
CA_1,HOBBIES_1_303,8.98
CA_1,HOBBIES_1_304,3.66
CA_1,HOBBIES_1_305,2.87
CA_1,HOBBIES_1_306,13.98
CA_1,HOBBIES_1_307,3.97
CA_1,HOBBIES_1_308,11.98
CA_1,HOBBIES_1_309,4.82
CA_1,HOBBIES_1_310,5.5
CA_1,HOBBIES_1_311,14.66
CA_1,HOBBIES_1_312,0.47
CA_1,HOBBIES_1_313,1.23
CA_1,HOBBIES_1_314,3.97
CA_1,HOBBIES_1_315,3.57
CA_1,HOBBIES_1_316,0.94
CA_1,HOBBIES_1_317,6.67
CA_1,HOBBIES_1_318,4.28
CA_1,HOBBIES_1_319,1.0
CA_1,HOBBIES_1_320,4.48
CA_1,HOBBIES_1_321,6.44
CA_1,HOBBIES_1_322,3.97
CA_1,HOBBIES_1_323,4.87
CA_1,HOBBIES_1_324,13.0
CA_1,HOBBIES_1_325,6.44
CA_1,HOBBIES_1_326,1.98
CA_1,HOBBIES_1_327,7.94
CA_1,HOBBIES_1_328,5.5
CA_1,HOBBIES_1_329,3.96
CA_1,HOBBIES_1_330,7.44
CA_1,HOBBIES_1_331,0.94
CA_1,HOBBIES_1_332,7.48
CA_1,HOBBIES_1_333,4.97
CA_1,HOBBIES_1_334,5.98
CA_1,HOBBIES_1_335,12.24
CA_1,HOBBIES_1_336,1.88
CA_1,HOBBIES_1_337,3.67
CA_1,HOBBIES_1_338,7.44
CA_1,HOBBIES_1_339,7.98
CA_1,HOBBIES_1_340,7.79
CA_1,HOBBIES_1_341,0.46
CA_1,HOBBIES_1_342,19.88
CA_1,HOBBIES_1_343,4.78
CA_1,HOBBIES_1_344,11.78
CA_1,HOBBIES_1_345,7.44
CA_1,HOBBIES_1_346,3.97
CA_1,HOBBIES_1_347,9.88
CA_1,HOBBIES_1_348,0.46
CA_1,HOBBIES_1_349,11.98
CA_1,HOBBIES_1_350,2.77
CA_1,HOBBIES_1_351,5.58
CA_1,HOBBIES_1_352,2.63
CA_1,HOBBIES_1_353,0.98
CA_1,HOBBIES_1_354,23.98
CA_1,HOBBIES_1_355,3.67
CA_1,HOBBIES_1_356,4.98
CA_1,HOBBIES_1_357,13.42
CA_1,HOBBIES_1_358,2.63
CA_1,HOBBIES_1_359,1.47
CA_1,HOBBIES_1_360,13.72
CA_1,HOBBIES_1_361,29.97
CA_1,HOBBIES_1_362,9.98
CA_1,HOBBIES_1_363,2.76
CA_1,HOBBIES_1_364,11.97
CA_1,HOBBIES_1_365,3.97
CA_1,HOBBIES_1_366,3.97
CA_1,HOBBIES_1_367,8.62
CA_1,HOBBIES_1_368,4.22
CA_1,HOBBIES_1_369,0.98
CA_1,HOBBIES_1_370,0.46
CA_1,HOBBIES_1_371,0.46
CA_1,HOBBIES_1_372,6.44
CA_1,HOBBIES_1_373,14.72
CA_1,HOBBIES_1_374,17.48
CA_1,HOBBIES_1_375,9.88
CA_1,HOBBIES_1_376,15.97
CA_1,HOBBIES_1_377,8.37
CA_1,HOBBIES_1_378,3.24
CA_1,HOBBIES_1_379,2.12
CA_1,HOBBIES_1_380,1.56
CA_1,HOBBIES_1_381,0.7
CA_1,HOBBIES_1_382,1.97
CA_1,HOBBIES_1_383,2.98
CA_1,HOBBIES_1_384,11.98
CA_1,HOBBIES_1_385,9.97
CA_1,HOBBIES_1_386,5.68
CA_1,HOBBIES_1_387,0.98
CA_1,HOBBIES_1_388,2.98
CA_1,HOBBIES_1_389,11.97
CA_1,HOBBIES_1_390,11.38
CA_1,HOBBIES_1_391,3.88
CA_1,HOBBIES_1_392,12.98
CA_1,HOBBIES_1_393,27.97
CA_1,HOBBIES_1_394,7.78
CA_1,HOBBIES_1_395,7.48
CA_1,HOBBIES_1_396,1.88
CA_1,HOBBIES_1_397,4.22
CA_1,HOBBIES_1_398,0.47
CA_1,HOBBIES_1_399,1.94
CA_1,HOBBIES_1_400,0.98
CA_1,HOBBIES_1_401,1.97
CA_1,HOBBIES_1_402,9.34
CA_1,HOBBIES_1_403,11.48
CA_1,HOBBIES_1_404,0.5
CA_1,HOBBIES_1_405,10.67
CA_1,HOBBIES_1_406,3.88
CA_1,HOBBIES_1_407,2.5
CA_1,HOBBIES_1_408,0.57
CA_1,HOBBIES_1_409,4.98
CA_1,HOBBIES_1_410,27.97
CA_1,HOBBIES_1_411,1.0
CA_1,HOBBIES_1_412,1.98
CA_1,HOBBIES_1_413,4.66
CA_1,HOBBIES_1_414,6.87
CA_1,HOBBIES_1_415,6.44
CA_1,HOBBIES_1_416,4.97
CA_1,HOBBIES_1_417,0.47
CA_1,HOBBIES_1_418,3.74
CA_1,HOBBIES_1_419,5.98
CA_1,HOBBIES_1_420,5.43
CA_1,HOBBIES_1_421,7.92
CA_1,HOBBIES_1_422,2.87
CA_1,HOBBIES_1_423,7.28
CA_1,HOBBIES_1_424,1.56
CA_1,HOBBIES_2_001,5.47
CA_1,HOBBIES_2_002,1.97
CA_1,HOBBIES_2_003,1.97
CA_1,HOBBIES_2_004,2.47
CA_1,HOBBIES_2_005,4.47
CA_1,HOBBIES_2_006,3.47
CA_1,HOBBIES_2_007,0.97
CA_1,HOBBIES_2_008,3.47
CA_1,HOBBIES_2_009,3.97
CA_1,HOBBIES_2_010,0.97
CA_1,HOBBIES_2_011,0.97
CA_1,HOBBIES_2_012,1.97
CA_1,HOBBIES_2_013,6.97
CA_1,HOBBIES_2_014,0.97
CA_1,HOBBIES_2_015,3.47
CA_1,HOBBIES_2_016,4.97
CA_1,HOBBIES_2_017,0.53
CA_1,HOBBIES_2_018,3.37
CA_1,HOBBIES_2_019,3.37
CA_1,HOBBIES_2_020,3.47
CA_1,HOBBIES_2_021,0.97
CA_1,HOBBIES_2_022,4.97
CA_1,HOBBIES_2_023,0.97
CA_1,HOBBIES_2_024,4.77
CA_1,HOBBIES_2_025,0.5
CA_1,HOBBIES_2_026,0.23
CA_1,HOBBIES_2_027,2.47
CA_1,HOBBIES_2_028,0.77
CA_1,HOBBIES_2_029,2.48
CA_1,HOBBIES_2_030,0.87
CA_1,HOBBIES_2_031,6.97
CA_1,HOBBIES_2_032,1.0
CA_1,HOBBIES_2_033,2.58
CA_1,HOBBIES_2_034,2.47
CA_1,HOBBIES_2_035,4.47
CA_1,HOBBIES_2_036,0.97
CA_1,HOBBIES_2_037,0.87
CA_1,HOBBIES_2_038,0.97
CA_1,HOBBIES_2_039,4.97
CA_1,HOBBIES_2_040,0.88
CA_1,HOBBIES_2_041,1.97
CA_1,HOBBIES_2_042,1.47
CA_1,HOBBIES_2_043,0.97
CA_1,HOBBIES_2_044,4.47
CA_1,HOBBIES_2_045,2.97
CA_1,HOBBIES_2_046,2.47
CA_1,HOBBIES_2_047,0.57
CA_1,HOBBIES_2_048,2.48
CA_1,HOBBIES_2_049,2.47
CA_1,HOBBIES_2_050,1.97
CA_1,HOBBIES_2_051,1.47
CA_1,HOBBIES_2_052,2.47
CA_1,HOBBIES_2_053,4.47
CA_1,HOBBIES_2_054,4.97
CA_1,HOBBIES_2_055,2.47
CA_1,HOBBIES_2_056,3.5
CA_1,HOBBIES_2_057,1.97
CA_1,HOBBIES_2_058,0.5
CA_1,HOBBIES_2_059,0.25
CA_1,HOBBIES_2_060,0.97
CA_1,HOBBIES_2_061,1.97
CA_1,HOBBIES_2_062,4.97
CA_1,HOBBIES_2_063,0.87
CA_1,HOBBIES_2_064,0.97
CA_1,HOBBIES_2_065,0.5
CA_1,HOBBIES_2_066,4.97
CA_1,HOBBIES_2_067,2.97
CA_1,HOBBIES_2_068,1.97
CA_1,HOBBIES_2_069,2.97
CA_1,HOBBIES_2_070,9.97
CA_1,HOBBIES_2_071,0.97
CA_1,HOBBIES_2_072,5.97
CA_1,HOBBIES_2_073,0.53
CA_1,HOBBIES_2_074,3.97
CA_1,HOBBIES_2_075,2.48
CA_1,HOBBIES_2_076,2.58
CA_1,HOBBIES_2_077,9.97
CA_1,HOBBIES_2_078,4.97
CA_1,HOBBIES_2_079,1.97
CA_1,HOBBIES_2_080,4.0
CA_1,HOBBIES_2_081,2.47
CA_1,HOBBIES_2_082,0.88
CA_1,HOBBIES_2_083,2.48
CA_1,HOBBIES_2_084,6.97
CA_1,HOBBIES_2_085,0.97
CA_1,HOBBIES_2_086,0.97
CA_1,HOBBIES_2_087,0.97
CA_1,HOBBIES_2_088,2.67
CA_1,HOBBIES_2_089,2.97
CA_1,HOBBIES_2_090,1.57
CA_1,HOBBIES_2_091,0.97
CA_1,HOBBIES_2_092,4.97
CA_1,HOBBIES_2_093,1.97
CA_1,HOBBIES_2_094,2.47
CA_1,HOBBIES_2_095,0.88
CA_1,HOBBIES_2_096,2.47
CA_1,HOBBIES_2_097,1.97
CA_1,HOBBIES_2_098,0.77
CA_1,HOBBIES_2_099,0.97
CA_1,HOBBIES_2_100,0.77
CA_1,HOBBIES_2_101,0.53
CA_1,HOBBIES_2_102,5.97
CA_1,HOBBIES_2_103,2.47
CA_1,HOBBIES_2_104,2.97
CA_1,HOBBIES_2_105,2.47
CA_1,HOBBIES_2_106,0.97
CA_1,HOBBIES_2_107,0.53
CA_1,HOBBIES_2_108,2.97
CA_1,HOBBIES_2_109,0.97
CA_1,HOBBIES_2_110,5.97
CA_1,HOBBIES_2_111,3.97
CA_1,HOBBIES_2_112,1.97
CA_1,HOBBIES_2_113,4.97
CA_1,HOBBIES_2_114,2.47
CA_1,HOBBIES_2_115,2.97
CA_1,HOBBIES_2_116,2.97
CA_1,HOBBIES_2_117,2.48
CA_1,HOBBIES_2_118,3.97
CA_1,HOBBIES_2_119,3.47
CA_1,HOBBIES_2_120,2.47
CA_1,HOBBIES_2_121,0.97
CA_1,HOBBIES_2_122,0.77
CA_1,HOBBIES_2_123,0.53
CA_1,HOBBIES_2_124,0.23
CA_1,HOBBIES_2_125,0.87
CA_1,HOBBIES_2_126,0.5
CA_1,HOBBIES_2_127,3.97
CA_1,HOBBIES_2_128,3.97
CA_1,HOBBIES_2_129,0.25
CA_1,HOBBIES_2_130,6.97
CA_1,HOBBIES_2_131,5.97
CA_1,HOBBIES_2_132,2.88
CA_1,HOBBIES_2_133,2.48
CA_1,HOBBIES_2_134,6.97
CA_1,HOBBIES_2_135,0.53
CA_1,HOBBIES_2_136,2.48
CA_1,HOBBIES_2_137,2.97
CA_1,HOBBIES_2_138,0.97
CA_1,HOBBIES_2_139,4.97
CA_1,HOBBIES_2_140,2.77
CA_1,HOBBIES_2_141,0.53
CA_1,HOBBIES_2_142,0.25
CA_1,HOBBIES_2_143,1.27
CA_1,HOBBIES_2_144,0.57
CA_1,HOBBIES_2_145,2.48
CA_1,HOBBIES_2_146,1.97
CA_1,HOBBIES_2_147,0.97
CA_1,HOBBIES_2_148,0.77
CA_1,HOBBIES_2_149,2.47
CA_1,HOUSEHOLD_1_001,6.32
CA_1,HOUSEHOLD_1_002,6.32
CA_1,HOUSEHOLD_1_003,8.97
CA_1,HOUSEHOLD_1_004,1.98
CA_1,HOUSEHOLD_1_005,10.72
CA_1,HOUSEHOLD_1_006,6.97
CA_1,HOUSEHOLD_1_007,1.54
CA_1,HOUSEHOLD_1_008,4.98
CA_1,HOUSEHOLD_1_009,17.97
CA_1,HOUSEHOLD_1_010,2.87
CA_1,HOUSEHOLD_1_011,4.63
CA_1,HOUSEHOLD_1_012,3.36
CA_1,HOUSEHOLD_1_013,4.97
CA_1,HOUSEHOLD_1_014,17.97
CA_1,HOUSEHOLD_1_015,4.74
CA_1,HOUSEHOLD_1_016,4.88
CA_1,HOUSEHOLD_1_017,4.97
CA_1,HOUSEHOLD_1_018,10.47
CA_1,HOUSEHOLD_1_019,0.98
CA_1,HOUSEHOLD_1_020,6.97
CA_1,HOUSEHOLD_1_021,1.98
CA_1,HOUSEHOLD_1_022,4.84
CA_1,HOUSEHOLD_1_023,8.97
CA_1,HOUSEHOLD_1_024,1.47
CA_1,HOUSEHOLD_1_025,2.98
CA_1,HOUSEHOLD_1_026,2.87
CA_1,HOUSEHOLD_1_027,5.24
CA_1,HOUSEHOLD_1_028,2.66
CA_1,HOUSEHOLD_1_029,5.98
CA_1,HOUSEHOLD_1_030,4.97
CA_1,HOUSEHOLD_1_032,10.86
CA_1,HOUSEHOLD_1_033,3.92
CA_1,HOUSEHOLD_1_034,3.94
CA_1,HOUSEHOLD_1_035,4.63
CA_1,HOUSEHOLD_1_036,2.98
CA_1,HOUSEHOLD_1_037,3.97
CA_1,HOUSEHOLD_1_038,4.96
CA_1,HOUSEHOLD_1_039,2.66
CA_1,HOUSEHOLD_1_040,3.97
CA_1,HOUSEHOLD_1_042,10.47
CA_1,HOUSEHOLD_1_043,2.97
CA_1,HOUSEHOLD_1_044,17.97
CA_1,HOUSEHOLD_1_045,2.47
CA_1,HOUSEHOLD_1_046,3.78
CA_1,HOUSEHOLD_1_047,3.97
CA_1,HOUSEHOLD_1_048,2.84
CA_1,HOUSEHOLD_1_049,5.97
CA_1,HOUSEHOLD_1_050,3.5
CA_1,HOUSEHOLD_1_051,2.96
CA_1,HOUSEHOLD_1_052,3.97
CA_1,HOUSEHOLD_1_053,14.97
CA_1,HOUSEHOLD_1_054,3.92
CA_1,HOUSEHOLD_1_055,3.86
CA_1,HOUSEHOLD_1_056,11.97
CA_1,HOUSEHOLD_1_057,1.66
CA_1,HOUSEHOLD_1_058,6.48
CA_1,HOUSEHOLD_1_059,2.97
CA_1,HOUSEHOLD_1_060,29.97
CA_1,HOUSEHOLD_1_061,1.88
CA_1,HOUSEHOLD_1_062,4.98
CA_1,HOUSEHOLD_1_063,10.47
CA_1,HOUSEHOLD_1_064,5.78
CA_1,HOUSEHOLD_1_065,0.98
CA_1,HOUSEHOLD_1_066,3.07
CA_1,HOUSEHOLD_1_067,4.18
CA_1,HOUSEHOLD_1_068,6.97
CA_1,HOUSEHOLD_1_069,1.97
CA_1,HOUSEHOLD_1_070,3.37
CA_1,HOUSEHOLD_1_071,1.98
CA_1,HOUSEHOLD_1_072,8.48
CA_1,HOUSEHOLD_1_073,7.98
CA_1,HOUSEHOLD_1_074,6.44
CA_1,HOUSEHOLD_1_075,2.73
CA_1,HOUSEHOLD_1_076,4.98
CA_1,HOUSEHOLD_1_077,6.98
CA_1,HOUSEHOLD_1_078,2.84
CA_1,HOUSEHOLD_1_079,4.88
CA_1,HOUSEHOLD_1_080,9.97
CA_1,HOUSEHOLD_1_081,8.47
CA_1,HOUSEHOLD_1_082,3.48
CA_1,HOUSEHOLD_1_083,0.98
CA_1,HOUSEHOLD_1_085,15.78
CA_1,HOUSEHOLD_1_086,4.62
CA_1,HOUSEHOLD_1_087,3.37
CA_1,HOUSEHOLD_1_088,5.97
CA_1,HOUSEHOLD_1_089,4.74
CA_1,HOUSEHOLD_1_090,2.96
CA_1,HOUSEHOLD_1_091,6.77
CA_1,HOUSEHOLD_1_092,1.66
CA_1,HOUSEHOLD_1_093,3.98
CA_1,HOUSEHOLD_1_094,3.17
CA_1,HOUSEHOLD_1_095,6.32
CA_1,HOUSEHOLD_1_096,3.5
CA_1,HOUSEHOLD_1_097,3.97
CA_1,HOUSEHOLD_1_098,7.98
CA_1,HOUSEHOLD_1_099,2.32
CA_1,HOUSEHOLD_1_100,8.33
CA_1,HOUSEHOLD_1_101,2.32
CA_1,HOUSEHOLD_1_102,17.97
CA_1,HOUSEHOLD_1_103,4.97
CA_1,HOUSEHOLD_1_104,2.97
CA_1,HOUSEHOLD_1_105,3.92
CA_1,HOUSEHOLD_1_106,8.97
CA_1,HOUSEHOLD_1_107,3.48
CA_1,HOUSEHOLD_1_108,4.74
CA_1,HOUSEHOLD_1_109,3.26
CA_1,HOUSEHOLD_1_110,3.5
CA_1,HOUSEHOLD_1_112,2.97
CA_1,HOUSEHOLD_1_113,6.47
CA_1,HOUSEHOLD_1_114,0.97
CA_1,HOUSEHOLD_1_115,4.97
CA_1,HOUSEHOLD_1_116,2.97
CA_1,HOUSEHOLD_1_117,8.97
CA_1,HOUSEHOLD_1_118,0.97
CA_1,HOUSEHOLD_1_119,2.86
CA_1,HOUSEHOLD_1_120,4.47
